scenario_mode,scenario_label,total_people,method_label,source_group,line,source_type,source_zone,configured_people,evacuated_people,exit_name,people,pct_of_group
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C1_Wait,L16,platform_waiting,Platform_L16_A_C1_Wait,4.0,4.0,Exit_L16_10,2.0,0.5
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C1_Wait,L16,platform_waiting,Platform_L16_A_C1_Wait,4.0,4.0,Exit_L16_11,2.0,0.5
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C2_Wait,L16,platform_waiting,Platform_L16_A_C2_Wait,4.0,4.0,Exit_L16_10,4.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C3_Wait,L16,platform_waiting,Platform_L16_A_C3_Wait,4.0,4.0,Exit_L16_10,2.0,0.5
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C3_Wait,L16,platform_waiting,Platform_L16_A_C3_Wait,4.0,4.0,Exit_L16_11,2.0,0.5
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C4_Wait,L16,platform_waiting,Platform_L16_A_C4_Wait,4.0,4.0,Exit_L16_10,4.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C5_Wait,L16,platform_waiting,Platform_L16_A_C5_Wait,4.0,4.0,Exit_L16_10,4.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C6_Wait,L16,platform_waiting,Platform_L16_A_C6_Wait,3.0,3.0,Exit_L16_10,1.0,0.3333333333333333
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_A_C6_Wait,L16,platform_waiting,Platform_L16_A_C6_Wait,3.0,3.0,Exit_L16_11,2.0,0.6666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C1_Wait,L16,platform_waiting,Platform_L16_B_C1_Wait,3.0,3.0,Exit_L16_11,3.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C2_Wait,L16,platform_waiting,Platform_L16_B_C2_Wait,3.0,3.0,Exit_L16_11,3.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C3_Wait,L16,platform_waiting,Platform_L16_B_C3_Wait,3.0,3.0,Exit_L16_11,3.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C4_Wait,L16,platform_waiting,Platform_L16_B_C4_Wait,3.0,3.0,Exit_L16_10,2.0,0.6666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C4_Wait,L16,platform_waiting,Platform_L16_B_C4_Wait,3.0,3.0,Exit_L16_11,1.0,0.3333333333333333
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C5_Wait,L16,platform_waiting,Platform_L16_B_C5_Wait,4.0,4.0,Exit_L16_10,4.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C6_Wait,L16,platform_waiting,Platform_L16_B_C6_Wait,3.0,3.0,Exit_L16_10,1.0,0.3333333333333333
4,mode4,17905,AdaptiveSingleNextHop,L16_platform::Platform_L16_B_C6_Wait,L16,platform_waiting,Platform_L16_B_C6_Wait,3.0,3.0,Exit_L16_11,2.0,0.6666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L16_hall,L16,hall_people,,15.0,15.0,Exit_L16_10,10.0,0.6666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L16_hall,L16,hall_people,,15.0,15.0,Exit_L16_11,5.0,0.3333333333333333
4,mode4,17905,AdaptiveSingleNextHop,L16_L18_transfer,L16,transfer_people,L18,6.0,6.0,Exit_L18_12,4.0,0.6666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L16_L18_transfer,L16,transfer_people,L18,6.0,6.0,Exit_L18_13,2.0,0.3333333333333333
4,mode4,17905,AdaptiveSingleNextHop,L16_Maglev_transfer,L16,transfer_people,Maglev,21.0,21.0,Exit_L2_6,21.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L16_train1,L16,train_1,,1230.0,1230.0,Exit_L16_10,910.0,0.7398373983739838
4,mode4,17905,AdaptiveSingleNextHop,L16_train1,L16,train_1,,1230.0,1230.0,Exit_L16_11,320.0,0.2601626016260163
4,mode4,17905,AdaptiveSingleNextHop,L16_train2,L16,train_2,,1230.0,1230.0,Exit_L16_10,414.0,0.33658536585365856
4,mode4,17905,AdaptiveSingleNextHop,L16_train2,L16,train_2,,1230.0,1230.0,Exit_L16_11,816.0,0.6634146341463415
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C1_Wait,L18,platform_waiting,Platform_L18_C1_Wait,29.0,29.0,Exit_L16_10,4.0,0.13793103448275862
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C1_Wait,L18,platform_waiting,Platform_L18_C1_Wait,29.0,29.0,Exit_L18_12,17.0,0.5862068965517241
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C1_Wait,L18,platform_waiting,Platform_L18_C1_Wait,29.0,29.0,Exit_L18_13,8.0,0.27586206896551724
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C2_Wait,L18,platform_waiting,Platform_L18_C2_Wait,32.0,32.0,Exit_L16_10,2.0,0.0625
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C2_Wait,L18,platform_waiting,Platform_L18_C2_Wait,32.0,32.0,Exit_L18_13,25.0,0.78125
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C2_Wait,L18,platform_waiting,Platform_L18_C2_Wait,32.0,32.0,Exit_L18_17,5.0,0.15625
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C3_Wait,L18,platform_waiting,Platform_L18_C3_Wait,29.0,29.0,Exit_L18_13,24.0,0.8275862068965517
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C3_Wait,L18,platform_waiting,Platform_L18_C3_Wait,29.0,29.0,Exit_L18_17,5.0,0.1724137931034483
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C4_Wait,L18,platform_waiting,Platform_L18_C4_Wait,28.0,28.0,Exit_L18_13,20.0,0.7142857142857143
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C4_Wait,L18,platform_waiting,Platform_L18_C4_Wait,28.0,28.0,Exit_L18_17,8.0,0.2857142857142857
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C5_Wait,L18,platform_waiting,Platform_L18_C5_Wait,28.0,28.0,Exit_L18_13,9.0,0.32142857142857145
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C5_Wait,L18,platform_waiting,Platform_L18_C5_Wait,28.0,28.0,Exit_L18_17,19.0,0.6785714285714286
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C6_Wait,L18,platform_waiting,Platform_L18_C6_Wait,32.0,32.0,Exit_L18_13,12.0,0.375
4,mode4,17905,AdaptiveSingleNextHop,L18_platform::Platform_L18_C6_Wait,L18,platform_waiting,Platform_L18_C6_Wait,32.0,32.0,Exit_L18_17,20.0,0.625
4,mode4,17905,AdaptiveSingleNextHop,L18_hall,L18,hall_people,,125.0,125.0,Exit_L18_12,29.0,0.232
4,mode4,17905,AdaptiveSingleNextHop,L18_hall,L18,hall_people,,125.0,125.0,Exit_L18_17,96.0,0.768
4,mode4,17905,AdaptiveSingleNextHop,L18_L16_transfer,L18,transfer_people,L16,188.0,188.0,Exit_L16_10,108.0,0.574468085106383
4,mode4,17905,AdaptiveSingleNextHop,L18_L16_transfer,L18,transfer_people,L16,188.0,188.0,Exit_L16_11,80.0,0.425531914893617
4,mode4,17905,AdaptiveSingleNextHop,L18_train1,L18,train_1,,1650.0,1650.0,Exit_L16_10,299.0,0.1812121212121212
4,mode4,17905,AdaptiveSingleNextHop,L18_train1,L18,train_1,,1650.0,1650.0,Exit_L16_11,11.0,0.006666666666666667
4,mode4,17905,AdaptiveSingleNextHop,L18_train1,L18,train_1,,1650.0,1650.0,Exit_L18_12,286.0,0.17333333333333334
4,mode4,17905,AdaptiveSingleNextHop,L18_train1,L18,train_1,,1650.0,1650.0,Exit_L18_13,712.0,0.4315151515151515
4,mode4,17905,AdaptiveSingleNextHop,L18_train1,L18,train_1,,1650.0,1650.0,Exit_L18_17,342.0,0.20727272727272728
4,mode4,17905,AdaptiveSingleNextHop,L18_train2,L18,train_2,,1650.0,1650.0,Exit_L16_10,299.0,0.1812121212121212
4,mode4,17905,AdaptiveSingleNextHop,L18_train2,L18,train_2,,1650.0,1650.0,Exit_L16_11,13.0,0.00787878787878788
4,mode4,17905,AdaptiveSingleNextHop,L18_train2,L18,train_2,,1650.0,1650.0,Exit_L18_12,285.0,0.17272727272727273
4,mode4,17905,AdaptiveSingleNextHop,L18_train2,L18,train_2,,1650.0,1650.0,Exit_L18_13,709.0,0.4296969696969697
4,mode4,17905,AdaptiveSingleNextHop,L18_train2,L18,train_2,,1650.0,1650.0,Exit_L18_17,344.0,0.2084848484848485
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z1_Wait,L2,platform_waiting,Platform_L2_Z1_Wait,50.0,50.0,Exit_L2_2,29.0,0.58
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z1_Wait,L2,platform_waiting,Platform_L2_Z1_Wait,50.0,50.0,Exit_L2_4,21.0,0.42
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z2_Wait,L2,platform_waiting,Platform_L2_Z2_Wait,69.0,69.0,Exit_L2_2,24.0,0.34782608695652173
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z2_Wait,L2,platform_waiting,Platform_L2_Z2_Wait,69.0,69.0,Exit_L2_4,45.0,0.6521739130434783
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z3_Wait,L2,platform_waiting,Platform_L2_Z3_Wait,71.0,71.0,Exit_L2_2,16.0,0.22535211267605634
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z3_Wait,L2,platform_waiting,Platform_L2_Z3_Wait,71.0,71.0,Exit_L2_4,37.0,0.5211267605633803
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z3_Wait,L2,platform_waiting,Platform_L2_Z3_Wait,71.0,71.0,Exit_L2_6,18.0,0.2535211267605634
4,mode4,17905,AdaptiveSingleNextHop,L2_platform::Platform_L2_Z4_Wait,L2,platform_waiting,Platform_L2_Z4_Wait,46.0,46.0,Exit_L2_6,46.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L2_hall,L2,hall_people,,350.0,350.0,Exit_L2_2,74.0,0.21142857142857144
4,mode4,17905,AdaptiveSingleNextHop,L2_hall,L2,hall_people,,350.0,350.0,Exit_L2_3,92.0,0.26285714285714284
4,mode4,17905,AdaptiveSingleNextHop,L2_hall,L2,hall_people,,350.0,350.0,Exit_L2_4,129.0,0.36857142857142855
4,mode4,17905,AdaptiveSingleNextHop,L2_hall,L2,hall_people,,350.0,350.0,Exit_L2_6,55.0,0.15714285714285714
4,mode4,17905,AdaptiveSingleNextHop,L2_L16_transfer,L2,transfer_people,L16,152.0,152.0,Exit_L16_11,152.0,1.0
4,mode4,17905,AdaptiveSingleNextHop,L2_L18_transfer,L2,transfer_people,L18,157.0,157.0,Exit_L18_12,111.0,0.7070063694267515
4,mode4,17905,AdaptiveSingleNextHop,L2_L18_transfer,L2,transfer_people,L18,157.0,157.0,Exit_L18_13,46.0,0.2929936305732484
4,mode4,17905,AdaptiveSingleNextHop,L2_L7_transfer,L2,transfer_people,L7,217.0,217.0,Exit_L7_7,130.0,0.5990783410138248
4,mode4,17905,AdaptiveSingleNextHop,L2_L7_transfer,L2,transfer_people,L7,217.0,217.0,Exit_L7_8/9,87.0,0.4009216589861751
4,mode4,17905,AdaptiveSingleNextHop,L2_train1,L2,train_1,,2400.0,2400.0,Exit_L2_2,762.0,0.3175
4,mode4,17905,AdaptiveSingleNextHop,L2_train1,L2,train_1,,2400.0,2400.0,Exit_L2_3,172.0,0.07166666666666667
4,mode4,17905,AdaptiveSingleNextHop,L2_train1,L2,train_1,,2400.0,2400.0,Exit_L2_4,1138.0,0.4741666666666667
4,mode4,17905,AdaptiveSingleNextHop,L2_train1,L2,train_1,,2400.0,2400.0,Exit_L2_6,328.0,0.13666666666666666
4,mode4,17905,AdaptiveSingleNextHop,L2_train2,L2,train_2,,2400.0,2400.0,Exit_L2_2,765.0,0.31875
4,mode4,17905,AdaptiveSingleNextHop,L2_train2,L2,train_2,,2400.0,2400.0,Exit_L2_3,168.0,0.07
4,mode4,17905,AdaptiveSingleNextHop,L2_train2,L2,train_2,,2400.0,2400.0,Exit_L2_4,1140.0,0.475
4,mode4,17905,AdaptiveSingleNextHop,L2_train2,L2,train_2,,2400.0,2400.0,Exit_L2_6,327.0,0.13625
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C1_Wait,L7,platform_waiting,Platform_L7_C1_Wait,33.0,33.0,Exit_L7_7,28.0,0.8484848484848485
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C1_Wait,L7,platform_waiting,Platform_L7_C1_Wait,33.0,33.0,Exit_L7_8/9,5.0,0.15151515151515152
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C2_Wait,L7,platform_waiting,Platform_L7_C2_Wait,46.0,46.0,Exit_L7_7,38.0,0.8260869565217391
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C2_Wait,L7,platform_waiting,Platform_L7_C2_Wait,46.0,46.0,Exit_L7_8/9,8.0,0.17391304347826086
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C3_Wait,L7,platform_waiting,Platform_L7_C3_Wait,36.0,36.0,Exit_L7_7,13.0,0.3611111111111111
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C3_Wait,L7,platform_waiting,Platform_L7_C3_Wait,36.0,36.0,Exit_L7_8/9,23.0,0.6388888888888888
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C4_Wait,L7,platform_waiting,Platform_L7_C4_Wait,44.0,44.0,Exit_L7_7,16.0,0.36363636363636365
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C4_Wait,L7,platform_waiting,Platform_L7_C4_Wait,44.0,44.0,Exit_L7_8/9,28.0,0.6363636363636364
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C5_Wait,L7,platform_waiting,Platform_L7_C5_Wait,37.0,37.0,Exit_L7_7,10.0,0.2702702702702703
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C5_Wait,L7,platform_waiting,Platform_L7_C5_Wait,37.0,37.0,Exit_L7_8/9,27.0,0.7297297297297297
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C6_Wait,L7,platform_waiting,Platform_L7_C6_Wait,23.0,23.0,Exit_L7_7,7.0,0.30434782608695654
4,mode4,17905,AdaptiveSingleNextHop,L7_platform::Platform_L7_C6_Wait,L7,platform_waiting,Platform_L7_C6_Wait,23.0,23.0,Exit_L7_8/9,16.0,0.6956521739130435
4,mode4,17905,AdaptiveSingleNextHop,L7_hall,L7,hall_people,,112.0,112.0,Exit_L7_7,67.0,0.5982142857142857
4,mode4,17905,AdaptiveSingleNextHop,L7_hall,L7,hall_people,,112.0,112.0,Exit_L7_8/9,45.0,0.4017857142857143
4,mode4,17905,AdaptiveSingleNextHop,L7_L2_transfer,L7,transfer_people,L2,169.0,169.0,Exit_L2_2,118.0,0.6982248520710059
4,mode4,17905,AdaptiveSingleNextHop,L7_L2_transfer,L7,transfer_people,L2,169.0,169.0,Exit_L2_4,51.0,0.30177514792899407
4,mode4,17905,AdaptiveSingleNextHop,L7_train1,L7,train_1,,1620.0,1620.0,Exit_L7_7,700.0,0.43209876543209874
4,mode4,17905,AdaptiveSingleNextHop,L7_train1,L7,train_1,,1620.0,1620.0,Exit_L7_8/9,920.0,0.5679012345679012
4,mode4,17905,AdaptiveSingleNextHop,L7_train2,L7,train_2,,1620.0,1620.0,Exit_L7_7,712.0,0.43950617283950616
4,mode4,17905,AdaptiveSingleNextHop,L7_train2,L7,train_2,,1620.0,1620.0,Exit_L7_8/9,908.0,0.5604938271604938
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_L2_3,153.0,0.15954118873826903
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_L2_6,160.0,0.16684045881126172
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_Maglev_18,333.0,0.3472367049009385
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_Maglev_19,151.0,0.15745568300312826
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_Maglev_20,7.0,0.0072992700729927005
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train1,Maglev,train_1,,959.0,959.0,Exit_Maglev_21,155.0,0.1616266944734098
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_L2_3,169.0,0.1762252346193952
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_L2_6,167.0,0.17413972888425444
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_Maglev_18,56.0,0.058394160583941604
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_Maglev_19,164.0,0.1710114702815433
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_Maglev_20,248.0,0.2586027111574557
4,mode4,17905,AdaptiveSingleNextHop,Maglev_train2,Maglev,train_2,,959.0,959.0,Exit_Maglev_21,155.0,0.1616266944734098
